addresses,projects,name,protocol
"['0xa68bea62dc4034a689aa0f58a76681433caca663', '0x1f57cc62113c3a6346882dcf3ed49120411ac2d2', '0x7f0d2c2838c6ac24443d13e23d99490017bde370', '0xe592427a0aece92de3edee1f18e0157c05861564', '0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27', '0xbcca60bb61934080951369a648fb03df4f96263c', '0x1b669d5034143e272b5ff548f2878735a2f3505a', '0xc6845a5c768bf8d7681249f8927877efda425baf', '0xf5543cdd5f551635e13ebe07e47d01d0fc9cbbd5', '0x8a32f49ffba88aba6eff96f45d8bd1d4b3f35c7d', '0xd9ed413bcf58c266f95fe6ba63b13cf79299ce31', '0xe5bbbdb2bb953371841318e1edfbf727447cef2e', '0xbdd13a9dd364e5557e0710fc1d2ac145b5e8f3be', '0xa50ba011c48153de246e5192c8f9258a2ba79ca9', '0x4be991b4d560bba8308110ed1e0d7f8da60acf6a', '0x216b4b4ba9f3e719726886d34a177484278bfcae', '0xe4922afab0bbadd8ab2a88e0c79d884ad337fca6', '0xc2e10006accab7b45d9184fcf5b7ec7763f5baae', '0xacf35af93a65904c50ed93dfb010baadebb4ccf0', '0x619beb58998ed2278e08620f97007e1116d5d25b', '0x1c050bca8babe53ef769d0d2e411f556e1a27e7b', '0xb53c1a33016b2dc2ff3653530bff1848a515c8c5', '0xd89cf9e8a858f8b4b31faf793505e112d6c17449', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xf0ba2a8c12a2354c075b363765eae825619bd490', '0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5', '0xdef171fe48cf0115b1d80b88dc8eab59176fee57', '0xb41ec6e014e2ad12ae8514216eab2592b74f19e7', '0x1ddcf68f4c2600cbe534212765f964342a2faf02', '0x74b212c32b36df131cc3a51a2b4966dac88e2612', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x986b5e1e1755e3c2440e960477f25201b0a8bbd4', '0xdee5c1662bbff8f80f7c572d8091bf251b3b0dab', '0x0000000000000000000000000000000000000000', '0xeae736e5d6560169f9285c62492f8a89fb4ab790', '0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9', '0xdf50fbde8180c8785842c8e316ebe06f542d3443', '0xff865335401f12b88fa3ff5a3a51685a7f224191', '0x3b2a77058a1eb4403a90b94585fab16bc512e703', '0x683923db55fead99a79fa01a27eec3cb19679cc3', '0x135896de8421be2ec868e0b811006171d9df802a', '0x956f47f50a910163d8bf957cf5846d573e7f87ca']","[{'id': 'chainlink'}, {'id': 'coinbase'}, {'id': 'chainlink'}, {'id': 'chainlink'}, {'id': 'aave_v2'}, {'id': 'paraswap'}, {'id': 'chainlink'}, {'id': 'uniswap_v3'}, {'id': 'aave_v2'}, {'id': 'fei_protocol'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}]",Flashloan detected,ethereum
"['0x4e977830ba4bd783c0bb7f15d3e243f73ff57121', '0x030ba81f1c18d280636f32af80b9aad02cf0854e', '0xddde1fa049209bc24b69d5fa316a56efec918d79', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xb53c1a33016b2dc2ff3653530bff1848a515c8c5', '0x986b5e1e1755e3c2440e960477f25201b0a8bbd4', '0x0000000000000000000000000000000000000000', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd9ed413bcf58c266f95fe6ba63b13cf79299ce31', '0xdef171fe48cf0115b1d80b88dc8eab59176fee57', '0xfbe87d602f7d7dd511349be4acf58842392124a0', '0xa50ba011c48153de246e5192c8f9258a2ba79ca9', '0xf63b34710400cad3e044cffdcab00a0f32e33ecf', '0xc6845a5c768bf8d7681249f8927877efda425baf', '0x84faf5b559f58d651e51300c5a7d078cb964e691', '0x397ff1542f962076d0bfe58ea045ffa2d347aca0', '0x541dcd3f00bcd1a683cc73e1b2a8693b602201f4', '0xf5543cdd5f551635e13ebe07e47d01d0fc9cbbd5', '0x619beb58998ed2278e08620f97007e1116d5d25b', '0x9901bac880caecad999e292811db9c1db3e86f8a', '0x0000000000000000000000000000000000000038', '0x1c050bca8babe53ef769d0d2e411f556e1a27e7b', '0xf9234cb08edb93c0d4a4d4c70cc3ffd070e78e07', '0xbdfb793c79cdca60551e8ea78b18a2b91b620473', '0x6e8b66cc92fcd7fe1332664182beb1161dbfc82d', '0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c', '0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27', '0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee', '0x3b2a77058a1eb4403a90b94585fab16bc512e703', '0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9', '0xec368d82cb2ad9fc5efaf823b115a622b52bcd5f', '0xe4922afab0bbadd8ab2a88e0c79d884ad337fca6', '0xa558ea1a875f8b576f0728d32c39f62158e49b92', '0x8a32f49ffba88aba6eff96f45d8bd1d4b3f35c7d', '0x5be4b07ed69a4904cfe1a6d6b3e000fe070bdfcb', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5', '0xbcca60bb61934080951369a648fb03df4f96263c', '0x289341260a0efc3ee05eeeed971a36f9a1e40565', '0x1f57cc62113c3a6346882dcf3ed49120411ac2d2', '0xe5bbbdb2bb953371841318e1edfbf727447cef2e', '0x1dfdae2b34078fe50b5850ceddb8788f60941f53']","[{'id': 'chainlink'}, {'id': 'coinbase'}, {'id': 'aave_v2'}, {'id': 'chainlink'}, {'id': 'paraswap'}, {'id': 'aave_v2'}, {'id': 'sushi'}, {'id': 'aave_v2'}, {'id': 'zeroex'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}]",Flashloan detected,ethereum
"['0xe291b2a982289f0aa01d0c96c916a9f37b11fa8e', '0x4161725d019690a3e0de50f6be67b07a86a9fae1', '0x507888e987257a8dde6f8afa46375cefe2cbf504', '0x678111a6ca5749f1744b5e080a855cec8d631e20', '0x7915889a94f624cff2164b7e0a12362be318c317', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0x0000000000000000000000000000000000000000', '0xf904d46dd24c082dad8d75e244afde1d6dd0d413', '0x0f7c258ef6abd872dd5481785116556a85856ada', '0x8e2011ef441886d5f6b93234526aafc0e36842e0', '0xed760b1060ff36e457a6f01d39e6155eb8fe2ce3', '0x545f0a45ba06c7c5b1a5fb0b29008462ceea07b7', '0x00000000006c3852cbef3e08e8df289169ede581', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x9edde862c41c5f63c71fc95b614d1714246109db', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x688c3e4658b5367da06fd629e41879beab538e37', '0x0000000000000000000000000000000000002371', '0xd1f73bfb364ace114b79daa9b73fa890f63595f5', '0x460441cc78340342611cfbca4c958ec50ba83d65', '0x0000a26b00c1f0df003000390027140000faa719', '0x5e5dbd175b035873693955f1f55c0b4ef7358a0a', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'nftx_v2'}, {'id': 'zeroex'}, {'id': 'nftx_v2'}]",Flashloan detected,ethereum
"['0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x688c3e4658b5367da06fd629e41879beab538e37', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0x172d1ad4f1cc1adabbf9401bc95e0694f7fb04a9', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x9759226b2f8ddeff81583e244ef3bd13aaa7e4a1', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0xc8a6189bb16331b37c7a903b8904201b4ca7accb', '0xbf5c04491638bbb3912092e9e9427e376b6554cb', '0x0000a26b00c1f0df003000390027140000faa719', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x00000000006c3852cbef3e08e8df289169ede581', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0xdfbbe5686d054944a4e64cdd588f5777b56d1b63', '0x112e62d5906f9239d9fabab7d0237a328f128e22', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0x0000000000000000000000000000000000002464', '0xde09838eedb3030153524b5a14972e7c9ef65765', '0x0000000000000000000000000000000000000000', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0xe581f272706581f9dcc362df3c7934e99192c492']","[{'id': 'sushi'}, {'id': 'nftx_v2'}, {'id': 'purrnelopescountryclub'}, {'id': 'nftx_v2'}, {'id': 'zeroex'}, {'id': 'nftx_v2'}]",Flashloan detected,ethereum
"['0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0xf0edf0e0192938e90ac8b150e456b840aac6de4c', '0x0000a26b00c1f0df003000390027140000faa719', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0xffbba595fc3e3bd53fafc5f973f6903e0391c82e', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0x730f51a252436bd8672c7d91487a12b41cf9629c', '0xbc77edd603bef4004c47a831fdda437cd906442e', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x0000000000000000000000000000000000000000', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0xda71950f39cdbb856e04cacd61aec898484d22a3', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x00000000006c3852cbef3e08e8df289169ede581', '0x701a038af4bd0fc9b69a829ddcb2f61185a49568', '0x688c3e4658b5367da06fd629e41879beab538e37', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0x6ef85df8fd2cb29dd958c94dde3644406d63d264', '0x000000000000000000000000000000000000226d', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'nftx_v2'}, {'id': 'zeroex'}, {'id': 'nftx_v2'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796', '0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0xe6a2c1642455ce65d07abb417a461c6e1bed47a1', '0xb61e853534504ab8f8cd3bd5198f5a7d2d09bf85', '0xff29d3e552155180809ea3a877408a4620058086', '0xdfcf744c8ae896e8631ba9b9dc717546646f6708', '0xfa14fa6958401314851a17d6c5360ca29f74b57b', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0xc581b735a1688071a1746c968e0798d642ede491', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x940a2db1b7008b6c776d4faaca729d6d4a4aa551', '0xdad6a326d9264da85d7eba32a6ae055705b0acce', '0x4bec87cb126de6c1f8b410e32d1f4ae472fdd83b', '0x19f83460e387f1b01f94b85c2532ebc15b0b712e', '0xdb7a53e6ae058e1dcf4502341e2adfa522e2b29f']","[{'id': 'tether'}, {'id': 'uniswap_v3'}, {'id': 'uniswap_v3'}, {'id': 'uniswap_v3'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'uniswap_v3'}]",Flashloan detected,ethereum
"['0x84faf5b559f58d651e51300c5a7d078cb964e691', '0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27', '0xddde1fa049209bc24b69d5fa316a56efec918d79', '0xe592427a0aece92de3edee1f18e0157c05861564', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xb53c1a33016b2dc2ff3653530bff1848a515c8c5', '0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5', '0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c', '0x541dcd3f00bcd1a683cc73e1b2a8693b602201f4', '0xa558ea1a875f8b576f0728d32c39f62158e49b92', '0x1dfdae2b34078fe50b5850ceddb8788f60941f53', '0x9901bac880caecad999e292811db9c1db3e86f8a', '0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee', '0x4e977830ba4bd783c0bb7f15d3e243f73ff57121', '0xa50ba011c48153de246e5192c8f9258a2ba79ca9', '0xdef171fe48cf0115b1d80b88dc8eab59176fee57', '0xbcca60bb61934080951369a648fb03df4f96263c', '0x289341260a0efc3ee05eeeed971a36f9a1e40565', '0x986b5e1e1755e3c2440e960477f25201b0a8bbd4', '0x5be4b07ed69a4904cfe1a6d6b3e000fe070bdfcb', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0xf63b34710400cad3e044cffdcab00a0f32e33ecf', '0x3b2a77058a1eb4403a90b94585fab16bc512e703', '0xe5bbbdb2bb953371841318e1edfbf727447cef2e', '0xec368d82cb2ad9fc5efaf823b115a622b52bcd5f', '0xfbe87d602f7d7dd511349be4acf58842392124a0', '0x6e8b66cc92fcd7fe1332664182beb1161dbfc82d', '0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9', '0x030ba81f1c18d280636f32af80b9aad02cf0854e', '0x0000000000000000000000000000000000000038', '0xe4922afab0bbadd8ab2a88e0c79d884ad337fca6', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xc6845a5c768bf8d7681249f8927877efda425baf', '0x0000000000000000000000000000000000000000', '0x1c050bca8babe53ef769d0d2e411f556e1a27e7b', '0x1f57cc62113c3a6346882dcf3ed49120411ac2d2', '0x8a32f49ffba88aba6eff96f45d8bd1d4b3f35c7d', '0xf5543cdd5f551635e13ebe07e47d01d0fc9cbbd5', '0xd9ed413bcf58c266f95fe6ba63b13cf79299ce31', '0x619beb58998ed2278e08620f97007e1116d5d25b', '0xbdfb793c79cdca60551e8ea78b18a2b91b620473']","[{'id': 'coinbase'}, {'id': 'chainlink'}, {'id': 'uniswap_v3'}, {'id': 'paraswap'}, {'id': 'chainlink'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}, {'id': 'uniswap_v3'}, {'id': 'zeroex'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}]",Flashloan detected,ethereum
"['0xdac17f958d2ee523a2206206994597c13d831ec7', '0xf6badfb9b0ab2f8f3fd8225ef1ea12fa689ad1a7', '0x000000000825493440356ab1ab12f7473a0731af', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd51a44d3fae010294c616388b506acda1bfaae46', '0x01218bfba4354a5f2a382240e5d5ff30a1e3a5d7', '0x57654ae132413e81459ad2ae70c2570a9b89fb53', '0x703b120f15ab77b986a24c6f9262364d02f9432f', '0xba12222222228d8ba445958a75a0704d566bf2c8', '0xc4ad29ba4b3c580e6d59105fff484999997675ff', '0x8f68f4810cce3194b6cb6f3d50fa58c2c9bdd1d5', '0xefb47fcfcad4f96c83d4ca676842fb03ef20a477', '0x9813037ee2218799597d83d4a5b6f3b6778218d9', '0xce88686553686da562ce7cea497ce749da109f9f', '0x27c70cd1946795b66be9d954418546998b546634']","[{'id': 'tether'}, {'id': 'shibaswap'}, {'id': 'balancer_v2'}, {'id': 'curvefi'}, {'id': 'zeroex'}, {'id': 'curvefi'}]",Flashloan detected,ethereum
"['0xa478c2975ab1ea89e8196811f51a7b7ade33eb11', '0xb20bd5d04be54f870d5c0d3ca85d82b34b836405', '0x703b120f15ab77b986a24c6f9262364d02f9432f', '0x6b175474e89094c44da98b954eedeac495271d0f', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x779701c8e02e1f66fc2a315a39527be832e88795']","[{'id': 'makermcd'}, {'id': 'tether'}, {'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x9759a6ac90977b93b58547b4a71c78317f391a28', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x6b175474e89094c44da98b954eedeac495271d0f', '0x47f0521a6a357d63efe698d822196de1b8c46f61', '0x99e4484dac819aa74b347208752306615213d324', '0x000000000000000000000000000002106654c389', '0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8', '0x000000000000000000000483de9e18dd7043cbed', '0xb542d5cb34ef265fb87c170181127332f7797369', '0x0a59649758aa4d66e25f08dd01271e891fe52199', '0x00000000000000000001e093a642611cc7859000', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x89b78cfa322f6c5de0abceecab66aee45393cc5a', '0x1111111254fb6c44bac0bed2854e76f90643097d', '0x000000000000000000037d2ea59d0e41e9880247', '0xc2f98fe89147b339129b2ef215cd04ee2fe67093', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0xa950524441892a31ebddf91d3ceefa04bf454466', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x0000000000000000000000000000000000000000', '0x14e6d67f824c3a7b4329d3228807f8654294e4bd', '0x0000000000000000000000000000000000000040', '0x50379f632ca68d36e50cfbc8f78fe16bd1499d1e', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0x0000000000000000000000000000000000007090', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0xed3a954c0adfc8e3f85d92729c051ff320648e30', '0x86d97816844c220cdab31a554921f72938930a96', '0xa7e4ddde3cbcef122851a7c8f7a55f23c0daf335', '0x5777d92f208679db4b9778590fa3cab3ac9e2168']","[{'id': 'gnosis_safe'}, {'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'coinbase'}, {'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'makermcd'}]",Flashloan detected,ethereum
"['0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x00000000000000000000000000000000256b57f4', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', '0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2', '0x16483ad6b072a67efde23df1a8dd3f61721e93b2', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0x391e8501b626c623d39474afca6f9e46c2686649', '0xdd9f24efc84d93deef3c8745c837ab63e80abd27', '0x000000000000000000000d035cd32b0cd2de8972', '0x099686478448ce02f8e61c6b01904d0548daeae5', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0x0000000000000000000000000000000000000000', '0x6b175474e89094c44da98b954eedeac495271d0f', '0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x0000000000000000000000000000000000000040', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0x1111111254fb6c44bac0bed2854e76f90643097d', '0xb5eb8cb6ced6b6f8e13bcd502fb489db4a726c7b', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xbf72da2bd84c5170618fbe5914b0eca9638d5eb5', '0xbf74a66895ad824f2ddf080d6ddc4ef2b618b1c4', '0x00000000000000000000000000000000000027d0', '0x4585fe77225b41b697c938b018e2ac67ac5a20c0', '0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7']","[{'id': 'makermcd'}, {'id': 'gnosis_safe'}, {'id': 'coinbase'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'curvefi'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'wrappedbtc'}, {'id': 'zeroex'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}]",Flashloan detected,ethereum
"['0x32e9ce89710fc42207813f5676377513842782f0', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x7fdeb46b3a0916630f36e886d675602b1007fcbb', '0x1e49768714e438e789047f48fd386686a5707db2', '0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0x60ca4ec4412a3b319f4bd6366bb836395336b397']","[{'id': 'uniswap_v2'}, {'id': 'tether'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x1977870a4c18a728c19dd4eb6542451df06e0a4b', '0x853d955acef822db058eb8505911ed77f175b99e', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x4a4d7868390ef5cac51cda262888f34bd3025c3f', '0x84ab278a8140a8a9759de17895a8da8d756618f3', '0x4332f8a38f14bd3d8d1553af27d7c7ac6c27278d', '0xfb7a3798c6fff187c8cf08c0b1322b52cfa70ace', '0xc2a856c3aff2110c1171b8f942256d40e980c726', '0xff709449528b6fb6b88f557f7d93dece33bca78d', '0xb7e390864a90b7b923c9f9310c6f98aafe43f707', '0x06da0fd433c1a5d7a4faa01111c044910a184553', '0x8bf80903ff8b4f10e2189d3345f14c30a9016458', '0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e', '0xdac17f958d2ee523a2206206994597c13d831ec7']","[{'id': 'tether'}, {'id': 'sushi'}, {'id': 'uniswap_v3'}, {'id': 'zeroex'}, {'id': 'frax'}]",Flashloan detected,ethereum
"['0x56f5a89e727e22e7237a79351a2080dc2ba83ea5', '0x08650bb9dc722c9c8c62e79c2bafa2d3fc5b3293', '0x15e86e6f65ef7ea1dbb72a5e51a07926fb1c82e3', '0xff20817765cb7f73d4bde2e66e067e58d11095c2', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x0000000000000000000000000000000000000000', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'ampere'}, {'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xa68bea62dc4034a689aa0f58a76681433caca663', '0x216b4b4ba9f3e719726886d34a177484278bfcae', '0x1f57cc62113c3a6346882dcf3ed49120411ac2d2', '0x7de0d6fce0c128395c488cb4df667cdbfb35d7de', '0x952749e07d7157bb9644a894dfaf3bad5ef6d918', '0xbdd13a9dd364e5557e0710fc1d2ac145b5e8f3be', '0xb01eb1ce1da06179136d561766fc2d609c5f55eb', '0xbcca60bb61934080951369a648fb03df4f96263c', '0xc6845a5c768bf8d7681249f8927877efda425baf', '0x030ba81f1c18d280636f32af80b9aad02cf0854e', '0xa50ba011c48153de246e5192c8f9258a2ba79ca9', '0xeae736e5d6560169f9285c62492f8a89fb4ab790', '0x4ae5e4409c6dbc84a00f9f89e4ba096603fb7d50', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5', '0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b', '0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9', '0x531842cebbdd378f8ee36d171d6cc9c4fcf475ec', '0x10638c31daeee246f0026f7174e1f30fb17010f5', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x0000000000000000000000000000000000000000', '0x541dcd3f00bcd1a683cc73e1b2a8693b602201f4', '0x1c050bca8babe53ef769d0d2e411f556e1a27e7b', '0xf5543cdd5f551635e13ebe07e47d01d0fc9cbbd5', '0x1da981865ae7a0c838efbf4c7dfecb5c7268e73a', '0xe5bbbdb2bb953371841318e1edfbf727447cef2e', '0x0e9134467a273de42be82d8764bf1e9cc0e0c8ba', '0xb41ec6e014e2ad12ae8514216eab2592b74f19e7', '0x99e81edbcab512d393638c087fd29c3dc6c9b00e', '0x619beb58998ed2278e08620f97007e1116d5d25b', '0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c', '0xb53c1a33016b2dc2ff3653530bff1848a515c8c5', '0xe91d55ab2240594855abd11b3faae801fd4c4687', '0x986b5e1e1755e3c2440e960477f25201b0a8bbd4', '0x9d4578c813d69745092a4f951753ed2b28056279', '0xee9f2375b4bdf6387aa8265dd4fb8f16512a1d46', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xdef171fe48cf0115b1d80b88dc8eab59176fee57', '0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27', '0x3a283d9c08e8b55966afb64c515f5143cf907611', '0xa2ec40e5e60d71144e16c92a4c78f8b38fea7877', '0xe4922afab0bbadd8ab2a88e0c79d884ad337fca6', '0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4', '0xe592427a0aece92de3edee1f18e0157c05861564', '0x135896de8421be2ec868e0b811006171d9df802a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x458c2a48b1eadd25211573b627a5216c799c80c1', '0x3b2a77058a1eb4403a90b94585fab16bc512e703', '0xd9ed413bcf58c266f95fe6ba63b13cf79299ce31', '0xf1f7f7bfcc5e9d6bb8d9617756bec06a5cbe1a49', '0xc9cbf687f43176b302f03f5e58470b77d07c61c6', '0x8a32f49ffba88aba6eff96f45d8bd1d4b3f35c7d']","[{'id': 'coinbase'}, {'id': 'uniswap_v3'}, {'id': 'chainlink'}, {'id': 'convex'}, {'id': 'chainlink'}, {'id': 'aave_v2'}, {'id': 'paraswap'}, {'id': 'chainlink'}, {'id': 'uniswap_v3'}, {'id': 'chainlink'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}, {'id': 'aave_v2'}, {'id': 'zeroex'}, {'id': 'aave_v2'}]",Flashloan detected,ethereum
"['0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
